1,2,3,4,5,6,7,8
329,512,3,미음이 끓기 시작하면 양배추를 넣고 5분정도 더 끓이다가 고운 체에 걸러준다., , ,2021.11.01,test
330,512,2,양배추는 뿌리 부분을 제외한 부드러운 잎 부분만 골라 믹서에 넣고 곱게 간다., , ,2021.11.01,test
331,512,1,불린 쌀은 체에 받쳐 물기를 제거하고 믹서에 넣어 곱게 간다., , ,2021.11.01,test
332,511,1,1시간 정도 찬물에서 불린 쌀은 체에 받쳐 물기를 뺀 후 믹서에 곱게 간다., , ,2021.11.01,test
333,511,3,감자는 깨끗하게 씻어 찜기에 20분 정도 푹 찐 뒤 껍질을 벗기고 체에 곱게 내린다., , ,2021.11.01,test
334,511,4,미음이 끓어 쌀이 푹 퍼지면 곱게 내린 감자를 넣고 3분간 더 끓여 먹인다., , ,2021.11.01,test
335,511,2,쌀과 약 8배의 생수분유물 또는 모유를 넣고 미음을 끓인다., , ,2021.11.01,test
336,510,4,미음이 끓어오르면 사과를 넣고 약한 불에서 주걱으로 저어가며 5분정도 더끓인다., , ,2021.11.01,test
337,510,3,쌀과 약 8~9배의 물을 붓고 강한 불에서 끓인다., , ,2021.11.01,test
338,510,2,사과는 껍질과 씨를 제거한 후 강판에 곱게 간다., , ,2021.11.01,test
339,510,1,불린 쌀을 약간의 물과 함께 곱게 간다., , ,2021.11.01,test
340,510,5,마지막으로 적당한 농도를 확인한 후 고운 체에 걸러 먹인다., , ,2021.11.01,test
341,509,1,불린 쌀은 체에 받쳐 물기를 제거한 후 곱게 간다., , ,2021.11.01,test
342,509,5,끓기 시작하면 약한 불에서 한소끔 끓여 농도를 확인한 후 고운체에 거른 후 먹인다., , ,2021.11.01,test
343,509,4,미음이 끓기 시작하면 당근을 넣고 강한 불에서 나무주걱으로 저어가며 조금 더 끓인다., , ,2021.11.01,test
344,509,3,갈아놓은 쌀가루에 10배의 생수를 부어 미음을 끓인다., , ,2021.11.01,test
345,509,2,당근은 껍질을 벗기고 잘게 썬 후 믹서에 넣어 곱게 갈아둔다., , ,2021.11.01,test
346,508,2,고구마는 푹 익혀 껍질을 제거하고 속살만 뜨거울 때 체에 받쳐 주걱으로 눌러 곱게 으깨 걸러낸다., , ,2021.11.01,test
347,508,4,끓기 시작하면 약한 불로 줄여 쌀알이 부드럽게 퍼질 때까지 한소끔 더 끓인 후 적당한 농도를 맞춰 고운체에 걸러 먹인다., , ,2021.11.01,test
348,508,3,미음이 끓기 시작하면 으깬 고구마를 넣고 강한 불에서 나무주걱으로 저어가며 끓인다., , ,2021.11.01,test
349,508,1,불린 쌀은 믹서에 곱게 갈아 생수를 붓고 미음을 끓인다., , ,2021.11.01,test
350,507,1,불린쌀과 애호박은 곱게 갈아 둔다., , ,2021.11.01,test
351,507,3,완전히 끓으면 농도를 확인한 후 고운체에 거른다., , ,2021.11.01,test
352,507,2,냄비에 갈아둔 쌀을 먼저 넣고 끓이다가 쌀이 퍼지기 시작하면 갈아 놓은 애호박을 넣고 10배 미음을 끓인다., , ,2021.11.01,test
353,506,2,10배 정도의 물을 붓고 미음을 끓인다., , ,2021.11.01,test
354,506,1,불린 쌀과 불린 찹쌀은 믹서에 곱게 갈아둔다., , ,2021.11.01,test
355,506,3,미음이 완전히 끓으면 농도를 확인한 후 고운체에 거른다., , ,2021.11.01,test
356,505,2,비트는 껍질을 깎아 작게 썰어 믹서에 곱게 갈아준다., , ,2021.11.01,test
357,505,4,마지막으로 체에 받쳐 주걱으로 으깨면서 걸러낸 후 먹인다., , ,2021.11.01,test
358,505,3,미음이 끓어 푹 퍼지면 갈아 놓은 비트를 넣고 약한 불에서 5분 정도 더 끓여준다., , ,2021.11.01,test
359,505,1,깨끗이 씻은 쌀은 한시간 정도 불린 후 믹서에 곱게 갈아 푹 끓인다., , ,2021.11.01,test
360,504,3,쌀가루에 적당량의 정제수생수를 붓고 푹 끓이다가 끓기 시작하면 브로코리를 넣고 한소끔 더 끓인다., , ,2021.11.01,test
361,504,2,브로코리는 잘 씻어 끓는 물에 살짝 데친 후 꽃 부분만 잘게 다진다., , ,2021.11.01,test
362,504,1,쌀은 깨끗이 씻어 차가운 물에 한시간 정도 담가 불린 후 체에 받쳐 물기를 빼고 믹서에 곱게 간다., , ,2021.11.01,test
363,504,4,마지막으로 농도를 확인한 후 고운체에 걸러 먹인다., , ,2021.11.01,test
364,503,4,완전히 끓으면 마지막으로 농도 확인 후 고운체에 받쳐 걸러준 후 먹인다., , ,2021.11.01,test
365,503,3,냄비에 ①과 ②의 재료를 넣고 10배의 생수를 부어 미음을 끓인다., , ,2021.11.01,test
366,503,1,불린 쌀은 믹서에 곱게 갈아 쌀가루를 만든다., , ,2021.11.01,test
367,503,2,단호박은 깨끗이 손질하여 과육만을 골라 믹서에 곱게 갈아둔다., , ,2021.11.01,test
368,502,3,냄비에 쌀가루와 갈은 배를 넣고 약 10배량 생수를 부어 미음을 끓인다., , ,2021.11.01,test
369,502,2,배는 껍질을 벗기고 과육 부분만 믹서에 곱게 간다., , ,2021.11.01,test
370,502,1,불린 쌀은 믹서에 곱게 갈아 쌀가루를 만든다., , ,2021.11.01,test
371,502,4,미음과 배가 완전히 퍼지면 농도 확인 후 다시한번 고운체에 걸러 먹인다., , ,2021.11.01,test
372,501,2,쌀가루에 정제수생수를 10배 분량으로 붓고 걸쭉해질 때까지 미음을 끓인다., ,이유식 중반기 이후부터는 점차 생수의 양을 쌀가루의 4~5배 정도까지 차츰 줄여 나간다.,2021.11.01,test
373,501,3,완전히 끓으면 농도를 확인한 후 미음을 고운체나 베보 등에 한번 더 걸러 건더기가 없도록 하여 먹인다., , ,2021.11.01,test
374,501,1,불린 쌀을 믹서에 곱게 갈아 쌀가루로 만든다., , ,2021.11.01,test
375,500,6,끓는 물에 낙지를 데친 후 작은 메달모양으로 자른다., , ,2021.11.01,test
376,500,5,식은 쌀에 올리브오일 다진 고추 사라다나 트레비소 소금 후춧가루로 양념한다., , ,2021.11.01,test
377,500,4,오븐에서 익힌 쌀은 꺼내어 재빨리 식힌다.,http://file.okdab.com/UserFiles/searching/recipe/173600_p04.jpg, ,2021.11.01,test
378,500,2,프라이팬에 올리브오일을 두르고 자른 채소를 볶은 후 생쌀을 넣어 토스트 하다가 화인트와인을 넣고 휘발시킨 다음 완두콩을 넣는다.,http://file.okdab.com/UserFiles/searching/recipe/173600_p02.jpg, ,2021.11.01,test
379,500,3,②를 오븐용기에 옮겨 담아 뜨거운 닭 육수로 가득 채우고 180℃ 오븐에서 물기를 모두 흡수할 때까지 약 12분간 익힌다.,http://file.okdab.com/UserFiles/searching/recipe/173600_p03.jpg, ,2021.11.01,test
380,500,1,채소는 모두 5mm 정도의 주사위 모양으로 자른다.,http://file.okdab.com/UserFiles/searching/recipe/173600_p01.jpg, ,2021.11.01,test
381,499,1,베이컨은 1cm 크기로 잘라 놓는다.,http://file.okdab.com/UserFiles/searching/recipe/172900_p01.jpg,수분이 면에 흡수되므로 생각보다 소스의 양이 넉넉하게 제공되어야 한다.  ,2021.11.01,test
382,499,2,양파는 잘게 다져 놓는다.,http://file.okdab.com/UserFiles/searching/recipe/172900_p02.jpg, ,2021.11.01,test
383,499,6,프라이팬에 오일을 조금 두르고 베이컨을 볶는다. 기름이 바짝 빠지면 베이컨을 접시에 꺼내어 놓는다., , ,2021.11.01,test
384,499,4,그라나 빠다노는 잘게 갈아 놓는다.,http://file.okdab.com/UserFiles/searching/recipe/172900_p04.jpg, ,2021.11.01,test
385,499,5,면 삶을 물이 끓으면 소금을 넣고 면을 넣어 6분 동안 삶아 놓는다., , ,2021.11.01,test
386,499,3,이태리파슬리는 잘게 다져 놓는다.,http://file.okdab.com/UserFiles/searching/recipe/172900_p03.jpg, ,2021.11.01,test
387,498,1,접시에 양상추와 무순 파슬리 오이 등 신선한 채소를 담는다., , ,2021.11.01,test
388,498,5,샐러드와 드레싱을 곁들여 그릇에 낸다., , ,2021.11.01,test
389,498,3,피클 파인애플 마늘 양파 꿀을 넣고 믹서에 갈아 드레싱소스를 만든다., , ,2021.11.01,test
390,498,2,채소 위에 송어를 얹는다., , ,2021.11.01,test
391,497,1,비늘과 내장을 제거한 잉어를 마른 면보로 닦아낸 후 사선으로 칼집을 내어 부서지지 않게 기름에 살짝 튀긴 다음 찜솥에 구멍 낸 은박지를 깔고 중불에서 30∼40분 정도 찐다., ,예로부터 출산한 부인의 산후 조리 혹은 부종을 가라앉히는 산모들을 위한 약재로 잘 알려진 잉어는 ‘장수의 민물고기’ 혹은 ‘민물고기의 왕’으로 불리며 귀한 대접을 받아온 건강식품으로 원산지는 아시아로 알려져 있습니다. 잉어에는 질 좋은 아미노산을 포함한 단백,2021.11.01,test
392,497,4,찐 잉어 위에 분량의 재료로 만든 양념장을 듬뿍 발라 10분 정도 찐 다음 가장자리에 콩나물을 놓고 준비한 고명을 얹는다., , ,2021.11.01,test
393,497,3,고명 미나리 계란노른자지단 홍고추은 6∼7cm 길이로 준비한다., , ,2021.11.01,test
394,497,2,콩나물은 머리를 떼고 살짝 삶아 씻어 건진다., , ,2021.11.01,test
395,496,1,메기는 지느러미를 잘라내고 내장을 뺀 뒤 물에 씻어 4cm로 토막 낸다., ,메기는 단백질이 풍부하면서 칼로리는 낮고 철분이 풍부해 여성들에게 좋습니다.  몸의 끈적끈적한 점액은 유신이라는 당단백질 성문이라 위 점막을 보호해 소화를 돕는데  동의보감에 의하면 메기는 붓기를 내리고 이뇨작용에도 효과가 좋다고 명시되어 있습니다.  중국산,2021.11.01,test
396,496,2,무는 3cm 정도 되게 나박썰고 쑥갓은 깨끗이 다듬어 같은 크기로 뚝뚝 잘라 놓는다., , ,2021.11.01,test
397,496,6,충분히 끓여 생선이 익으면 쑥갓과 파를 넣고 조금 더 끓여 불에서 내린다., , ,2021.11.01,test
398,496,4,냄비에 물 4컵을 넣고 끓이다가 양념장을 풀고 무를 넣는다, , ,2021.11.01,test
399,496,5,양념장 푼 물이 끓으면 손질한 메기를 넣고 충분히 살이 물러지도록 끓인다, , ,2021.11.01,test
400,496,3,식용유 1큰술에 분량의 고춧가루와 고추장 다진 마늘 생강 소금을 넣어 양념장을 만든다., , ,2021.11.01,test
401,495,1,무는 넓적하고 얇게 채썰어 분량의 배합초 재료에 절여둔다.,http://file.okdab.com/UserFiles/searching/recipe/166300_p01.jpg,양념에 들어가는 육수는 시판되는 물냉면 육수를 사용한다. 없을 경우 동치미국물이나 취향에 따라 사이다로 대체해도 좋다.,2021.11.01,test
402,495,2,냄비에 물 소금 계란을 넣고 물이 끓기 시작하면 10분 정도 삶아 반으로 잘라둔다.,http://file.okdab.com/UserFiles/searching/recipe/166300_p02.jpg, ,2021.11.01,test
403,495,6,그릇에 냉면사리를 담고 비빔장과 준비한 재료를 올린 후 얼음을 넣어 낸다., , ,2021.11.01,test
404,495,4,분량의 비빔양념 재료를 넣어 비빔장을 만든다., , ,2021.11.01,test
405,495,5,끓는 소금물에 냉면을 2~3분간 삶아 찬물에 헹궈 1인분씩 사리 짓는다., , ,2021.11.01,test
406,495,3,방울토마토와 곁들임용 샐러드채소는 흐르는 물에 씻어 손질한 후 차게 둔다., , ,2021.11.01,test
407,494,1,두부는 사방 1.5cm의 크기로 깍둑썰어 준비한다.,http://file.okdab.com/UserFiles/searching/recipe/163900_p01.jpg, ,2021.11.01,test
408,494,2,손질한 실파는 파란 부분을 송송 썰어 준비하고 팽이버섯은 2cm 간격으로 썰어 준비한다.,http://file.okdab.com/UserFiles/searching/recipe/163900_p02.jpg, ,2021.11.01,test
409,494,5,준비한 두부를 넣어 두부가 위로 떠오르면 장으로 간하고 실파를 띄워 마무리한다., , ,2021.11.01,test
410,494,4,다시마를 건져 길이 4cm로 곱게 채썰어 ③에 넣어준다., , ,2021.11.01,test
411,494,3,냄비에 물5컵과 다시마를 넣고 물이 끓으면 미소된장을 체를 이용해 풀어준다., , ,2021.11.01,test
412,493,3,대파는 손질해 5cm 길이로 썰어 준비하고 마늘은 꼭지를 제거해서 ②에 넣는다., , ,2021.11.01,test
413,493,4,꽁치통조림의 꽁치는 체에 밭쳐 물기를 빼준다., , ,2021.11.01,test
414,493,2,김치는 길이대로 반 갈라 냄비에 넣고 김칫국물과 물을 1/2컵씩 부어 넣는다.,http://file.okdab.com/UserFiles/searching/recipe/163700_p02.jpg, ,2021.11.01,test
415,493,1,무는 껍질을 벗기고 3cm 길이로 썰고 1/2등분하여 냄비 바닥에 깐다.,http://file.okdab.com/UserFiles/searching/recipe/163700_p01.jpg, ,2021.11.01,test
416,493,5,찌개가 끓기 시작하면 꽁치를 넣고 김치가 충분히 익을 때까지 끓여준 후 대파를 넣고 간장으로 간을 맞춰 불에서 내린다., , ,2021.11.01,test
417,492,1,뜨거운 물에 떡국떡을 불려 부드럽게 준비한다.,http://file.okdab.com/UserFiles/searching/recipe/163500_p01.jpg, ,2021.11.01,test
418,492,2,대파는 어슷썰고 김은 프라이팬에 앞뒤로 바삭하게 구워 부셔둔다.,http://file.okdab.com/UserFiles/searching/recipe/163500_p02.jpg, ,2021.11.01,test
419,492,6,계란을 풀어서 끓는 국물에 넣고 국자로 휘저어준다., , ,2021.11.01,test
420,492,4,분량의 만두소 재료를 섞어 만두를 빚는다., , ,2021.11.01,test
421,492,5,끓는 물에 준비된 떡과 만두를 넣어 끓어오르면 국간장과 소금 다진 마늘 파를 넣어 간을 맞춘다., , ,2021.11.01,test
422,492,3,배추김치는 속을 털어 잘게 다지고 숙주는 끓는 물에 데쳐 다지고 두부는 물기를 제거하고 으깬다. 파는 곱게 다져 만두소를 준비한다., , ,2021.11.01,test
423,491,1,준비된 재료를 깨끗하게 손질해 브로콜리를 제외한 채소를 한 입 크기로 손질한다.,http://file.okdab.com/UserFiles/searching/recipe/162800_p01.jpg, ,2021.11.01,test
424,491,2,브로콜리는 끓는 물에 소금을 넣고 데친 후 과도를 이용해 한마디씩 자른다.,http://file.okdab.com/UserFiles/searching/recipe/162800_p02.jpg, ,2021.11.01,test
425,491,5,2시간 이상 절여두었다가 냉장고에 두어 차게 먹는다., , ,2021.11.01,test
426,491,4,밀폐 용기에 손질한 채소를 넣고 식혀둔 촛물을 부어준다., , ,2021.11.01,test
427,491,3,발효초를 비롯한 분량의 양념 재료를 한소끔 끓여 식혀서 촛물을 만든다., , ,2021.11.01,test
428,490,1,설탕이 첨가되지 않은 플레인요구르트를 준비한다.,http://file.okdab.com/UserFiles/searching/recipe/162600_p01.jpg, ,2021.11.01,test
429,490,3,기호에 따라 과일을 다져 넣거나 초콜릿을 다져서 곁들여 먹는다., , ,2021.11.01,test
430,490,2,분량의 플레인요구르트에 취향에 따라 발효초를 7~10큰술 넣고 잘 섞는다.,http://file.okdab.com/UserFiles/searching/recipe/162600_p02.jpg, ,2021.11.01,test
431,489,1,끓는 물에 3분 가량 쫄면을 넣고 삶아서 익으면 찬물에 비벼가며 씻어서 물기를 제거한다.,http://file.okdab.com/UserFiles/searching/recipe/162500_p01.jpg, ,2021.11.01,test
432,489,2,새싹채소는 물에 헹구고 나머지 준비된 채소는 곱게 채썰어 준비한다.,http://file.okdab.com/UserFiles/searching/recipe/162500_p02.jpg, ,2021.11.01,test
433,489,5,그릇에 ④의 쫄면을 사리 지어 담고 준비한 채소를 얹어 낸다., , ,2021.11.01,test
434,489,4,넓은 볼에 차게 준비한 쫄면을 담고 비빔장을 넣어 비빈다., , ,2021.11.01,test
435,489,3,식초를 비롯한 분량의 양념 재료를 넣어 비빔장을 만든다., , ,2021.11.01,test
436,488,1,쑥갓은 흐르는 물에 헹구고 김은 가위로 얇게 잘라 준비한다.,http://file.okdab.com/UserFiles/searching/recipe/161700_p01.jpg, ,2021.11.01,test
437,488,2,김치는 송송 썰어 분량의 재료를 섞은 김치양념을 넣고 버무려준다.,http://file.okdab.com/UserFiles/searching/recipe/161700_p02.jpg, ,2021.11.01,test
438,488,5,모자라는 간은 국간장으로 맞춰 불에서 내리고 쑥갓과 김가루를 넣어 마무리한다., , ,2021.11.01,test
439,488,4,냄비에 분량의 시판용 장국과 물을 넣어 끓으면 준비된 우동면과 고춧가루 새우를 넣어 끓여준다., , ,2021.11.01,test
440,488,3,새우는 꼬리를 제외한 머리와 몸통을 껍질을 벗기고 등쪽의 내장을 제거해 소금 후춧가루 맛술로 재워둔다., , ,2021.11.01,test
441,487,1,뚝배기에 2cm x 2cm로 썬 양파 다시마 멸치를 넣어 약불에서 끓이다가 끓기 시작하면 다시마와 멸치를 건져낸다.,http://file.okdab.com/UserFiles/searching/recipe/160800_p01.jpg, ,2021.11.01,test
442,487,3,새우젓국으로 간을 맞추고 계란과 약간의 참기름 깨소금을 넣어 불에서 내린다., , ,2021.11.01,test
443,487,2,국물이 끓으면 해감 시킨 바지락과 씻은 미더덕 잔새우를 넣어 바지락의 입이 벌어지면 순두부와 고춧가루를 넣어준다.,http://file.okdab.com/UserFiles/searching/recipe/160800_p02.jpg, ,2021.11.01,test
444,486,1,양파는 채썰고 무는 한 입 크기로 두툼하게 깍둑썰며 고추는 어슷썰고 미나리와 쑥갓은 손질해 4~5cm 길이로 잘라둔다.,http://file.okdab.com/UserFiles/searching/recipe/160200_p01.jpg, ,2021.11.01,test
445,486,2,새우는 물총을 제거하고 게는 몸체와 등딱지를 분리해 먹기 좋게 손질한다. 오징어는 껍질을 벗겨 안쪽에 대각선 모양으로 칼집을 내어 5cm x 2cm 길이로 손질해 준비하고 나머지 해산물 재료는 흐르는 물에 헹궈 준비한다.,http://file.okdab.com/UserFiles/searching/recipe/160200_p02.jpg, ,2021.11.01,test
446,486,5,국물이 끓으면 나머지 해물 재료를 넣고 끓인 후 새우가 빨갛게 익으면 미나리 쑥갓 청/홍고추 다진 마늘과 생강을 넣어 마무리한다., , ,2021.11.01,test
447,486,4,다진 마늘과 생강을 제외한 분량의 양념 재료를 섞어 해물탕 양념장을 만들어 ③에 넣고 끓여준다., , ,2021.11.01,test
448,486,3,냄비에 무 양파 다시마를 넣고 약불에서 끓이다 끓기 시작하면 다시마를 건져내고 게를 넣어 끓여준다., , ,2021.11.01,test
449,485,1,새송이버섯은 흐르는 물에 헹궈 1cm 두께로 모양대로 썰어 준비한다.,http://file.okdab.com/UserFiles/searching/recipe/159500_p01.jpg, ,2021.11.01,test
450,485,2,쪽파는 송송 채썰고 고추는 쪽파와 비슷한 크기로 잘게 다져준다.,http://file.okdab.com/UserFiles/searching/recipe/159500_p02.jpg, ,2021.11.01,test
451,485,5,기름 두른 프라이팬에 ④를 올려 양념을 발라가며 앞뒤로 물기가 생기지 않게 구워준다., , ,2021.11.01,test
452,485,4,버섯의 앞뒤로 양념을 발라 20분 정도 재워둔다., , ,2021.11.01,test
453,485,3,분량의 쌈장을 비롯한 양념 재료를 넣어 양념을 준비한다., , ,2021.11.01,test
454,484,1,새우와 오징어 바지락은 깨끗이 씻고 오징어는 새우와 비슷한 크기로 손질한다.,http://file.okdab.com/UserFiles/searching/recipe/159000_p01.jpg, ,2021.11.01,test
455,484,2,파프리카와 팽이버섯은 곱게 다져 준비한다.,http://file.okdab.com/UserFiles/searching/recipe/159000_p02.jpg, ,2021.11.01,test
456,484,5,④에 밥을 넣어 고루 섞어준 후 분량의 굴소스를 넣고 볶아준다., , ,2021.11.01,test
457,484,4,새우에 붉은 빛이 돌면 야채 재료를 넣어 소금과 후춧가루로 간하여 볶는다., , ,2021.11.01,test
458,484,3,기름 두른 프라이팬에 해물과 청주를 넣어 볶아준다., , ,2021.11.01,test
459,483,1,양배추와 양파는 가늘게 채썰고 실파와 팽이버섯은 송송 썰어두고 새우와 베이컨은 손질해 팽이버섯과 같은 크기로 잘라준다.,http://file.okdab.com/UserFiles/searching/recipe/158800_p01.jpg,다시물 만들기 : 냄비에 물 2컵과 가쓰오브시를 넣어 물이 끓으면 불에서 내린 후 체에 걸러 육수만 사용한다.,2021.11.01,test
460,483,2,볼에 밀가루 다시물 소금 후춧가루를 넣어 멍울지지 않게 풀어준다.,http://file.okdab.com/UserFiles/searching/recipe/158800_p02.jpg, ,2021.11.01,test
461,483,6,반죽이 익는데 시간이 걸리므로 너무 센 불에서 조리하지 않도록 하며 바닥이 익어서 들리면 뒤집어 익혀서 접시에 담고 굴소스와 마요네즈를 골고루 뿌려준 후 가쓰오브시로 마무리한다., , ,2021.11.01,test
462,483,4,실파와 베이컨 새우를 제외한 재료를 반죽에 넣어 섞어준다., , ,2021.11.01,test
463,483,5,기름 두른 프라이팬에 반죽을 부어 평평하게 펴준 후 베이컨 새우 실파를 얹고 반죽 중앙에 계란을 깨뜨리고 반죽 위에 고루 퍼지도록 프라이팬을 움직여준다., , ,2021.11.01,test
464,483,3,베이컨과 새우를 프라이팬에 볶아 한 김 식힌다., , ,2021.11.01,test
465,482,1,두부는 4cm x 3cm 크기로 썰어 앞뒤로 소금을 뿌려준다.,http://file.okdab.com/UserFiles/searching/recipe/158600_p01.jpg, ,2021.11.01,test
466,482,2,고추는 어슷썰어 씨를 털어낸다.,http://file.okdab.com/UserFiles/searching/recipe/158600_p02.jpg, ,2021.11.01,test
467,482,5,소스에 농도가 생겼으면 ③의 두부를 넣어 약불로 조려준 후 두부에 소스가 배어들면 참기름을 뿌려 마무리한다., , ,2021.11.01,test
468,482,4,기름을 두른 프라이팬에 마늘과 고추를 넣어 타지 않게 볶아준 후 분량의 굴소스와 물을 넣어 걸쭉하게 소스를 만든다., , ,2021.11.01,test
469,482,3,①의 두부는 물기를 닦아내고 녹말가루를 묻혀 튀기듯이 지져낸다., , ,2021.11.01,test
470,481,1,배추김치는 먹기 좋은 크기로 자르고 고추와 대파는 어슷썰며 표고버섯은 길이대로 썰어 준비한다., , ,2021.11.01,test
471,481,4,김치가 익었으면 고추와 대파로 마무리한다., , ,2021.11.01,test
472,481,3,고기 표면이 익었으면 준비한 배추김치와 표고버섯 청정원 국선생 육수를 500ml 부어 끓여준다., , ,2021.11.01,test
473,481,2,맛술과 후춧가루로 밑간한 고기는 기름 두른 냄비에 볶아준다., , ,2021.11.01,test
474,480,2,새우는 위에서 2~3번째 마디에 꼬치를 이용해 내장을 뺀 후 껍질째 씻고 모시조개와 홍합은 껍질을 깨끗이 씻어 모시조개만 옅은 소금물로 해감 시킨다.,http://file.okdab.com/UserFiles/searching/recipe/158000_p02.jpg, ,2021.11.01,test
475,480,3,미나리는 잎을 다듬어 헹궈낸 후 4~5cm 길이로 자르고 양파는 채썰고 무는 3cm x 3cm 크기로 썰어둔다. 고추와 대파는 어슷썰어 준비한다., , ,2021.11.01,test
476,480,1,쭈꾸미는 깨끗이 씻어 통으로 준비하고 미더덕은 옅은 소금물에 해감 시키며 오징어는 껍질을 벗겨 안쪽에 대각선으로 칼집을 낸 후 한 입 크기로 손질한다.,http://file.okdab.com/UserFiles/searching/recipe/158000_p01.jpg, ,2021.11.01,test
477,480,5,분량의 양념 재료를 넣어 양념장을 만든 후 ④에 손질해둔 해물을 함께 넣고 끓인다., , ,2021.11.01,test
478,480,6,해물이 익으면 고추 미나리 대파를 넣고 간을 맞춰 낸다., , ,2021.11.01,test
479,480,4,냄비에 준비한 무와 양파 다시마를 넣고 끓이다가 국물이 끓으면 다시마를 건져낸다., , ,2021.11.01,test
480,479,1,청고추와 홍고추 당근은 5cm 길이로 채썰어준다.,http://file.okdab.com/UserFiles/searching/recipe/157300_p01.jpg, ,2021.11.01,test
481,479,2,오이도 같은 길이로 돌려 깎아 채썰고 새송이버섯도 같은 길이로 채썰어준다.,http://file.okdab.com/UserFiles/searching/recipe/157300_p02.jpg, ,2021.11.01,test
482,479,6,김이 오른 찜통에 5분간 쪄낸 꽃빵을 곁들인다., , ,2021.11.01,test
483,479,4,기름을 넉넉히 두른 프라이팬을 달구어 채소 재료와 새우를 따로 볶아준다., , ,2021.11.01,test
484,479,5,따로 볶아 놓은 채소와 새우를 프라이팬에 함께 넣고 굴소스를 넣어 간이 밸 정도로만 센불에서 가볍게 볶은 후 후춧가루와 참기름으로 마무리한다., , ,2021.11.01,test
485,479,3,새우는 이쑤시개로 등쪽의 내장을 빼내고 껍질과 물총을 제거한 뒤 청주로 밑간해둔다., , ,2021.11.01,test
486,478,1,두부는 곱게 다져 면보로 물기를 짜준다., , ,2021.11.01,test
487,478,2,새우살은 곱게 다진다., , ,2021.11.01,test
488,478,6,③의 파프리카에 소가 빠지지 않도록 잘 채워준다., , ,2021.11.01,test
489,478,4,파프리카 안쪽에 밀가루를 가볍게 묻힌 후 털어준다., , ,2021.11.01,test
490,478,5,①과 ②를 섞어 소금 후춧가루로 간하여 잘 치대준다., , ,2021.11.01,test
491,478,3,파프리카는 1cm 두께의 링으로 썰어 안쪽의 하얀 심을 제거해준다., , ,2021.11.01,test
492,477,1,참치통조림은 체에 밭쳐 기름기를 제거한다.,http://file.okdab.com/UserFiles/searching/recipe/156100_p01.jpg,다시물 만들기 : 10cm x 10cm의 다시마를 젖은 행주로 닦아낸 후 물 5컵에 들어갈 수 있도록 잘라 찬물에 30분 정도 담가두었다 사용한다.,2021.11.01,test
493,477,2,당근 감자 표고버섯 호박은 크기를 맞춰 다진다.,http://file.okdab.com/UserFiles/searching/recipe/156100_p02.jpg, ,2021.11.01,test
494,477,6,먹기 직전에 통깨 다진 실파를 뿌려준다., , ,2021.11.01,test
495,477,4,쌀이 어느 정도 투명해지면 실파를 제외한 야채 참치를 넣고 다시물 2컵을 넣어 한소끔 끓인다., , ,2021.11.01,test
496,477,5,바닥이 눌지 않도록 나무주걱으로 저어가면서 끓여 물이 졸아들면 다시물 3컵을 넣고 쌀알이 푹 퍼지도록 끓여 국간장과 참기름으로 마무리한다., , ,2021.11.01,test
497,477,3,냄비에 참기름을 살짝 두르고 불린 쌀을 볶는다., , ,2021.11.01,test
498,476,1,닭고기는 한 입 크기로 썰어 우유에 30분 이상 재워둔 후 건져서 소금 후춧가루로 밑간한다.,http://file.okdab.com/UserFiles/searching/recipe/155400_p01.jpg, ,2021.11.01,test
499,476,2,①에 계란을 넣은 후 분량의 녹말가루 튀김가루 카레가루를 넣고 튀김옷을 입힌다.,http://file.okdab.com/UserFiles/searching/recipe/155400_p02.jpg, ,2021.11.01,test
500,476,5,윤기가 나게 소스에 버무려지면 호두를 다져 넣고 마무리한다., , ,2021.11.01,test
501,476,4,고추기름을 두른 프라이팬에 고추장을 비롯한 분량의 양념 재료를 넣고 한번 끓으면 튀겨진 닭고기를 넣어 볶아준다., , ,2021.11.01,test
502,476,3,170℃의 기름에 ②의 닭고기를 한번 튀겨내고 180℃에서 한번 더 튀겨 바삭하게 한다., , ,2021.11.01,test
503,475,1,물에 된장을 넣고 풀어준 뒤 체에 한 번 내린다. 여기에 밀가루를 넣고 반죽해 여러번 치댄 다음 비닐백에 넣어 30분 간 냉장보관해 반죽을 휴지시켜준다., , ,2021.11.01,test
504,475,2,버섯은 기둥을 떼어낸 후 저며 썰고 감자는 도톰하게 반달 모양으로 썬다., , ,2021.11.01,test
505,475,6,불에서 내리기 전에 다진 마늘과 참기름 국간장 후춧가루로 간한 뒤 모자라는 간은 소금으로 맞춘다., , ,2021.11.01,test
506,475,4,멸치는 내장을 정리하고 물에 넣어 10분 정도 팔팔 끓인 다음 건져낸 후 감자와 표고버섯을 넣어 한소끔 끓인다., , ,2021.11.01,test
507,475,5,끓은 육수에 수제비 반죽을 얄팍하게 뜯어 넣고 반죽이 떠오르기 시작하면 대파 양파 고추를 넣어 끓인다., , ,2021.11.01,test
508,475,3,대파는 어슷썰고 양파는 굵직하게 채썰고 고추는 어슷썰어 씨를 털어낸다., , ,2021.11.01,test
509,474,1,닭가슴살을 청주에 재워둔 후 깨끗하게 손질한다., ,조금 더 바삭하게 먹으려면 청주에 재워둔 닭가슴살을 밀가루 계란 빵가루 순으로 묻혀 오븐에 구우거나 튀기면 된다.,2021.11.01,test
